url,title,content,source_domain,language,status_code,timestamp
https://www.stuff.co.nz/business/118903818/coronavirus-worries-the-hotel-industry-as-hundreds-of-new-rooms-set-to-open-this-year,Denied | Stuff.co.nz,"This request has been refused by stuff.co.nz due to undesirable or unauthorised activity. If you believe this is in error, please raise with the domain technical contact.",stuff.co.nz,en,,
